iter	RMSE
489	55.58812262
490	55.58157305
491	55.57714956
492	55.5748562
493	55.5682395
494	55.54149637
495	55.53236105
496	55.53035814
497	55.52356812
498	55.52342742
499	55.52045906
500	55.51267635
501	55.49337286
502	55.48444736
503	55.47936265
504	55.47254956
505	55.47236924
506	55.45721081
507	55.45643956
508	55.44879722
509	55.44816886
510	55.44327753
511	55.44176401
512	55.4354759
513	55.42863588
514	55.42671995
515	55.42664011
516	55.42230885
517	55.41796181
518	55.41435754
519	55.41275075
520	55.4091105
521	55.40458731
522	55.40037762
523	55.39150043
524	55.36755157
525	55.36447836
526	55.36236152
527	55.3591319
528	55.35330393
529	55.35153224
530	55.34559733
531	55.34337443
532	55.34166565
533	55.32952692
534	55.3264225
535	55.32037493
536	55.31335521
537	55.30795085
538	55.30008247
539	55.29996379
540	55.29988903
541	55.29673858
542	55.29239454
543	55.28656508
544	55.28180311
545	55.27272263
546	55.26657166
547	55.25304809
548	55.24591743
549	55.24240729
550	55.24232994
551	55.23520252
552	55.23323643
553	55.22961721
554	55.22557987
555	55.22013873
556	55.21561247
557	55.20877987
558	55.20868631
559	55.2037767
560	55.19971399
561	55.19610704
562	55.19187082
563	55.19046456
564	55.18881627
565	55.18752212
566	55.18258895
567	55.18234962
568	55.18222343
569	55.18101305
570	55.17934874
571	55.1792108
572	55.17906564
573	55.17318149
574	55.17179599
575	55.1683321
576	55.16196214
577	55.15832321
578	55.15195075
579	55.15045843
580	55.14894602
581	55.14888406
582	55.14884043
583	55.14714473
584	55.14135478
585	55.13704952
586	55.13221567
587	55.12828196
588	55.1269559
589	55.12451729
590	55.11961168
591	55.11713314
592	55.11595863
593	55.11507651
594	55.11350266
595	55.11206065
596	55.10844339
597	55.10724437
598	55.0896372
599	55.08560127
600	55.08339725
601	55.07860196
602	55.06711566
603	55.06703447
604	55.06469793
605	55.06462452
606	55.05609432
607	55.05256805
608	55.05148804
609	55.0369403
610	55.03685039
611	55.03261621
612	55.03140738
613	55.0292856
614	55.02445205
615	55.01926751
616	55.01793671
617	55.01657988
618	54.99112118
619	54.98537258
620	54.97627491
621	54.97522965
622	54.97072468
623	54.9647556
624	54.95867991
625	54.95249225
626	54.9472083
627	54.94247721
628	54.93945319
629	54.93778445
630	54.93729538
631	54.93054098
632	54.92593973
633	54.91819873
634	54.91679624
635	54.91161973
636	54.90292494
637	54.9026232
638	54.90079765
639	54.8961667
640	54.89281886
641	54.87467628
642	54.8727912
643	54.87002077
644	54.86719296
645	54.86500513
646	54.86079551
647	54.86075851
648	54.85632684
649	54.85514476
650	54.85409233
651	54.85164392
652	54.8484009
653	54.84495618
654	54.84391516
655	54.84289133
656	54.83534321
657	54.81470343
658	54.81207537
659	54.81068805
660	54.80822683
661	54.80613185
662	54.80512841
663	54.80107312
664	54.7993766
665	54.79833171
666	54.79760103
667	54.79622014
668	54.79539619
669	54.78289783
670	54.78116512
671	54.77575953
672	54.77156589
673	54.771468
674	54.76945681
675	54.76777573
676	54.76400364
677	54.76377632
678	54.76373855
679	54.75873616
680	54.75798519
681	54.75650308
682	54.7531339
683	54.74972147
684	54.74871712
685	54.74479619
686	54.73840099
687	54.73645526
688	54.72813859
689	54.72723985
690	54.72584762
691	54.7058344
692	54.70579029
693	54.70179663
694	54.69947685
695	54.69580237
696	54.68845646
697	54.68461837
698	54.67469096
699	54.66760027
700	54.66499597
701	54.65589462
702	54.65583121
703	54.65208164
704	54.64463991
705	54.64199615
706	54.63987274
707	54.6091834
708	54.60300972
709	54.59672114
710	54.59664166
711	54.59280648
712	54.59216109
713	54.59151703
714	54.58810419
715	54.58421613
716	54.58354242
717	54.57532923
718	54.57101296
719	54.56741655
720	54.56442262
721	54.55322935
722	54.55039427
723	54.5375732
724	54.53655575
725	54.53643827
726	54.5340017
727	54.53152461
728	54.52793572
729	54.52589658
730	54.51923416
731	54.51916534
732	54.51771409
733	54.51466679
734	54.49835464
735	54.49814136
736	54.47121839
737	54.46925058
738	54.46761162
739	54.46287195
740	54.4592517
741	54.45638673
742	54.45550988
743	54.45057539
744	54.4497469
745	54.44841119
746	54.44807195
747	54.44502214
748	54.43944363
749	54.43749561
750	54.43711108
751	54.4348673
752	54.4347033
753	54.43466185
754	54.42933838
755	54.42696319
756	54.42459758
757	54.42258638
758	54.4106667
759	54.40525023
760	54.40511817
761	54.40187502
762	54.39590802
763	54.38882028
764	54.38562651
765	54.38343291
766	54.38261242
767	54.3817062
768	54.38160877
769	54.38153832
770	54.37534728
771	54.35819993
772	54.35717015
773	54.35616702
774	54.35154585
775	54.3505366
776	54.34176741
777	54.34080374
778	54.34072998
779	54.33728166
780	54.33343523
781	54.33155573
782	54.32548524
783	54.31746657
784	54.31563351
785	54.30950599
786	54.30422224
787	54.30338863
788	54.30079817
789	54.30064116
790	54.29849627
791	54.29063614
792	54.28968093
793	54.28750866
794	54.28678523
795	54.28607274
796	54.28599748
797	54.28408735
798	54.27969423
799	54.26579829
800	54.26285141
801	54.25934127
802	54.25805517
803	54.25245829
804	54.25170943
805	54.24913912
806	54.24369876
807	54.2433957
808	54.24106683
809	54.24096629
810	54.23574994
811	54.23564422
812	54.23318869
813	54.23101027
814	54.23095458
815	54.22633331
816	54.2221692
817	54.21902477
818	54.21654052
819	54.21454595
820	54.2129862
821	54.21272447
822	54.21262833
823	54.21096215
824	54.20647375
825	54.2039172
826	54.19729689
827	54.19434083
828	54.19329779
829	54.18243146
830	54.1823966
831	54.17804471
832	54.17603733
833	54.17336561
834	54.17252937
835	54.17229823
836	54.17083745
837	54.16749892
838	54.16684569
839	54.16383716
840	54.16378529
841	54.16298229
842	54.16221537
843	54.15165989
844	54.14920689
845	54.1491529
846	54.14486218
847	54.14430952
848	54.1423712
849	54.13349489
850	54.12614175
851	54.12604874
852	54.12289072
853	54.12217846
854	54.12111261
855	54.12076328
856	54.11676128
857	54.11466723
858	54.11161922
859	54.10816252
860	54.1075774
861	54.10367172
862	54.10017837
863	54.09988222
864	54.09847793
865	54.08702408
866	54.08596225
867	54.08524007
868	54.08517024
869	54.07947258
870	54.07727583
871	54.07516577
872	54.07076125
873	54.06760898
874	54.06732427
875	54.06670109
876	54.06484461
877	54.06346961
878	54.05640424
879	54.05303492
880	54.04842272
881	54.04776833
882	54.04698323
883	54.04536645
884	54.04479381
885	54.04173971
886	54.0366474
887	54.03461784
888	54.03264637
889	54.03223578
890	54.03031222
891	54.02668467
892	54.02267602
893	54.02255721
894	54.01982641
895	54.00944795
896	54.0078248
897	54.00778884
898	54.00292548
899	54.00250505
900	54.00186265
901	54.00178985
902	54.00175261
903	53.9999265
904	53.99875162
905	53.98897063
906	53.984341
907	53.98425721
908	53.98135047
909	53.98126926
910	53.9784666
911	53.97709011
912	53.9763494
913	53.97212005
914	53.96418089
915	53.96407808
916	53.95815105
917	53.95575288
918	53.94491993
919	53.9432332
920	53.94043389
921	53.93915075
922	53.93641284
923	53.93635496
924	53.93400292
925	53.93271496
926	53.92995941
927	53.92565325
928	53.92525981
929	53.92152958
930	53.92148696
931	53.92124036
932	53.91906397
933	53.91332074
934	53.90805366
935	53.90580459
936	53.90317645
937	53.89881188
938	53.89549035
939	53.89544029
940	53.8952544
941	53.88829076
942	53.88638667
943	53.8863371
944	53.88619721
945	53.88611084
946	53.8813015
947	53.87793394
948	53.87764449
949	53.86989173
950	53.86908007
951	53.8690239
952	53.86754271
953	53.8668357
954	53.86568179
955	53.86197495
956	53.86176727
957	53.8611078
958	53.85905067
959	53.85857181
960	53.85838652
961	53.85628255
962	53.85553389
963	53.85234614
964	53.84857436
965	53.84712141
966	53.8401286
967	53.84001859
968	53.83928225
969	53.83773033
970	53.83445617
971	53.83276087
972	53.83263206
973	53.82462487
974	53.8216792
975	53.81945399
976	53.81941636
977	53.81918908
978	53.81914707
979	53.81906292
980	53.81749224
981	53.81661096
982	53.81576217
983	53.79563114
984	53.79561251
985	53.79372933
986	53.79263835
987	53.79116473
988	53.78850883
989	53.78412318
990	53.78306595
991	53.77901547
992	53.77809203
993	53.77563678
994	53.77370306
995	53.77031894
996	53.76963001
997	53.76458667
998	53.76161923
999	53.76155015
1000	53.76150157
1001	53.75488186
1002	53.74068628
1003	53.74065199
1004	53.73957635
1005	53.73904418
1006	53.73771257
1007	53.73521681
1008	53.7337801
1009	53.73174189
1010	53.73066434
1011	53.72858291
1012	53.72812589
1013	53.72702669
1014	53.72591577
1015	53.7243334
1016	53.72173992
1017	53.71887888
1018	53.71626141
1019	53.71450498
1020	53.71448249
1021	53.71299578
1022	53.71238638
1023	53.71080296
1024	53.70912534
1025	53.70867485
1026	53.68387096
1027	53.68104906
1028	53.67530662
1029	53.6735652
1030	53.67334487
1031	53.6681962
1032	53.66029177
1033	53.65922335
1034	53.65868386
1035	53.63508042
1036	53.63266867
1037	53.63122578
1038	53.62233401
1039	53.6218413
1040	53.62181265
1041	53.62032413
1042	53.62022734
1043	53.61119959
1044	53.60452483
1045	53.59798021
1046	53.59524929
1047	53.59378657
1048	53.59089994
1049	53.59088344
1050	53.59038903
1051	53.58805417
1052	53.58802218
1053	53.5878261
1054	53.5877662
1055	53.58130093
1056	53.57976314
1057	53.57389062
1058	53.57387494
1059	53.57073072
1060	53.56999268
1061	53.5686804
1062	53.56423047
1063	53.56378086
1064	53.56148602
1065	53.56091773
1066	53.55714199
1067	53.55669106
1068	53.55612369
1069	53.55501772
1070	53.55405342
1071	53.55292834
1072	53.55207644
1073	53.5508952
1074	53.53735113
1075	53.53518909
1076	53.53495236
1077	53.5347481
1078	53.53322441
1079	53.53095036
1080	53.52946841
1081	53.52453217
1082	53.52433725
1083	53.523373
1084	53.52122706
1085	53.52019166
1086	53.52016457
1087	53.5195707
1088	53.51776981
1089	53.51291069
1090	53.51185966
1091	53.504021
1092	53.50160594
1093	53.4973958
1094	53.49484929
1095	53.49450857
1096	53.4944802
1097	53.4936071
1098	53.49235324
1099	53.49215295
1100	53.48853716
1101	53.47888455
1102	53.47883901
1103	53.47862525
1104	53.4781135
1105	53.47803028
1106	53.47800158
1107	53.47583333
1108	53.47576081
1109	53.47466898
1110	53.47403073
1111	53.47363682
1112	53.47290517
1113	53.47245051
1114	53.467794
1115	53.46332729
1116	53.44770095
1117	53.445929
1118	53.44328929
1119	53.44299997
1120	53.43181436
1121	53.42927465
1122	53.41348932
1123	53.41303711
1124	53.41248816
1125	53.40812101
1126	53.40808265
1127	53.40669492
1128	53.40624145
1129	53.4058223
1130	53.40573911
1131	53.40382163
1132	53.403683
1133	53.40346258
1134	53.40168336
1135	53.39817632
1136	53.39490551
1137	53.39085697
1138	53.38451986
1139	53.38449188
1140	53.38356669
1141	53.38352649
1142	53.37821391
1143	53.36874894
1144	53.36781496
1145	53.36754158
1146	53.36630026
1147	53.36249505
1148	53.36077222
1149	53.36075978
1150	53.3600562
1151	53.35999444
1152	53.35951208
1153	53.35936309
1154	53.35932608
1155	53.35056406
1156	53.34491327
1157	53.34155446
1158	53.34077214
1159	53.34056318
1160	53.33802731
1161	53.33437666
1162	53.33316061
1163	53.33097605
1164	53.33096968
1165	53.33050778
1166	53.33046235
1167	53.32620886
1168	53.32319996
1169	53.32303527
1170	53.32253876
1171	53.30944995
1172	53.3094148
1173	53.30725345
1174	53.30656672
1175	53.30653196
1176	53.30341813
1177	53.30244748
1178	53.30241431
1179	53.30053904
1180	53.29923461
1181	53.29879436
1182	53.29758306
1183	53.29755837
1184	53.29491027
1185	53.29473379
1186	53.29395773
1187	53.29393096
1188	53.29391579
1189	53.29378401
1190	53.28291083
1191	53.27715305
1192	53.27541504
1193	53.26687483
1194	53.26438753
1195	53.26430759
1196	53.26330124
1197	53.26158025
1198	53.25769061
1199	53.24952526
1200	53.24940562
1201	53.2486759
1202	53.24630369
1203	53.24625964
1204	53.24256898
1205	53.24103701
1206	53.24100006
1207	53.23626439
1208	53.23526239
1209	53.23250472
1210	53.23003418
1211	53.22950911
1212	53.22911622
1213	53.22869992
1214	53.22825933
1215	53.22639318
1216	53.2252015
1217	53.2210961
1218	53.2200615
1219	53.21041648
1220	53.20983301
1221	53.20388105
1222	53.19693811
1223	53.1964628
1224	53.19494832
1225	53.19253933
1226	53.1923264
1227	53.19140129
1228	53.19109142
1229	53.19041401
1230	53.18908555
1231	53.1860134
1232	53.18434368
1233	53.18419844
1234	53.18383079
1235	53.18347814
1236	53.18299893
1237	53.17831001
1238	53.17701762
1239	53.16407034
1240	53.16317767
1241	53.16227462
1242	53.16224269
1243	53.16151016
1244	53.16013458
1245	53.1565518
1246	53.1564558
1247	53.15603114
1248	53.1558563
1249	53.15537747
1250	53.15531209
1251	53.15411053
1252	53.15379106
1253	53.15158914
1254	53.14992967
1255	53.14988758
1256	53.1493287
1257	53.1473733
1258	53.13959049
1259	53.13912663
1260	53.13475148
1261	53.13285011
1262	53.13043651
1263	53.13030168
1264	53.12982946
1265	53.12979828
1266	53.12884216
1267	53.12798256
1268	53.12754863
1269	53.12714201
1270	53.12248903
1271	53.12246435
1272	53.1212327
1273	53.11810662
1274	53.11798563
1275	53.11661085
1276	53.11444415
1277	53.10841416
1278	53.10790765
1279	53.10733699
1280	53.10635644
1281	53.10545743
1282	53.10320005
1283	53.10317207
1284	53.10013046
1285	53.09740101
1286	53.09667785
1287	53.09615321
1288	53.09013294
1289	53.08902926
1290	53.08721729
1291	53.08710363
1292	53.08680277
1293	53.08672353
1294	53.08380682
1295	53.08141852
1296	53.06545869
1297	53.0635157
1298	53.06304191
1299	53.06173627
1300	53.06008934
1301	53.03946336
1302	53.03938533
1303	53.02467811
1304	53.02458515
1305	53.01069944
1306	53.01057083
1307	53.00917487
1308	53.00710422
1309	53.00323861
1310	53.00079682
1311	52.99979411
1312	52.99893727
1313	52.99030635
1314	52.99022694
1315	52.99016958
1316	52.98942813
1317	52.98748289
1318	52.98577969
1319	52.98414097
1320	52.9841174
1321	52.97710047
1322	52.97706595
1323	52.97382065
1324	52.97329992
1325	52.97327118
1326	52.97097311
1327	52.96965669
1328	52.96953483
1329	52.96953191
1330	52.96949517
1331	52.96838569
1332	52.96487957
1333	52.96456721
1334	52.96441498
1335	52.9643858
1336	52.96338494
1337	52.96334884
1338	52.95496413
1339	52.95494741
1340	52.95162742
1341	52.93854628
1342	52.9361981
1343	52.91389478
1344	52.90151311
1345	52.9010379
1346	52.88931888
1347	52.88487843
1348	52.88363029
1349	52.88180225
1350	52.88056188
1351	52.88052318
1352	52.87940556
1353	52.87934261
1354	52.87900968
1355	52.87898403
1356	52.87001349
1357	52.86901552
1358	52.86807403
1359	52.86726398
1360	52.86520036
1361	52.86472743
1362	52.86159564
1363	52.86152934
1364	52.86120618
1365	52.86063238
1366	52.85967559
1367	52.85383075
1368	52.85343602
1369	52.85154964
1370	52.85137385
1371	52.84917843
1372	52.84866325
1373	52.84697511
1374	52.84665003
1375	52.84586055
1376	52.84502562
1377	52.84405601
1378	52.84402439
1379	52.84312877
1380	52.84152117
1381	52.83864417
1382	52.83816927
1383	52.83748571
1384	52.82920467
1385	52.8289037
1386	52.82888367
1387	52.82505208
1388	52.82242426
1389	52.81953501
1390	52.81879447
1391	52.81845004
1392	52.81719506
1393	52.8146515
1394	52.81395321
1395	52.81357966
1396	52.81284354
1397	52.81107056
1398	52.81010253
1399	52.80795187
1400	52.80769599
1401	52.80729452
1402	52.79273972
1403	52.79270032
1404	52.78923825
1405	52.78878288
1406	52.78873223
1407	52.77811556
1408	52.77741896
1409	52.77718803
1410	52.77667068
1411	52.77663463
1412	52.77311621
1413	52.77192661
1414	52.76985107
1415	52.769435
1416	52.76942089
1417	52.7689549
1418	52.765645
1419	52.76162787
1420	52.75055594
1421	52.75039339
1422	52.74881828
1423	52.74724466
1424	52.74707297
1425	52.74259222
1426	52.74201648
1427	52.74115075
1428	52.73833228
1429	52.7383044
1430	52.73583875
1431	52.73356452
1432	52.73245046
1433	52.7291151
1434	52.72891526
1435	52.72789596
1436	52.72727669
1437	52.72726629
1438	52.72679671
1439	52.72677124
1440	52.7252279
1441	52.72225146
1442	52.72220825
1443	52.70295282
1444	52.70229603
1445	52.70161178
1446	52.70034823
1447	52.69350398
1448	52.69347772
1449	52.69345261
1450	52.69341079
1451	52.69308661
1452	52.6930503
1453	52.69090384
1454	52.69075696
1455	52.69047565
1456	52.6881124
1457	52.6880717
1458	52.68794493
1459	52.68792014
1460	52.68772018
1461	52.68686328
1462	52.68645716
1463	52.68446246
1464	52.68375464
1465	52.68284192
1466	52.68257241
1467	52.682552
1468	52.6825328
1469	52.67475681
1470	52.6747412
1471	52.67156951
1472	52.66960062
1473	52.6647511
1474	52.66065423
1475	52.65370965
1476	52.65369251
1477	52.6494864
1478	52.64911767
1479	52.64908288
1480	52.64905897
1481	52.64520383
1482	52.64513078
1483	52.64230356
1484	52.64026579
1485	52.63922246
1486	52.63920651
1487	52.63806242
1488	52.63800411
1489	52.63768182
1490	52.63586807
1491	52.62379682
1492	52.62247214
1493	52.60616433
1494	52.60334909
1495	52.59387941
1496	52.59106601
1497	52.59103386
1498	52.58951583
1499	52.58820228
1500	52.58796581
1501	52.5879534
1502	52.58737264
1503	52.57690248
1504	52.576042
1505	52.56790827
1506	52.56709091
1507	52.56661071
1508	52.56658589
1509	52.56584874
1510	52.56479858
1511	52.56266054
1512	52.55876982
1513	52.55869439
1514	52.55839771
1515	52.55833992
1516	52.5458867
1517	52.54219383
1518	52.54168895
1519	52.54167222
1520	52.54039275
1521	52.53860312
1522	52.53460308
1523	52.53232296
1524	52.53228558
1525	52.53225705
1526	52.52977652
1527	52.52883448
1528	52.52862223
1529	52.52170577
1530	52.52118801
1531	52.52116808
1532	52.52091217
1533	52.52090093
1534	52.51997944
1535	52.51853345
1536	52.5178047
1537	52.51776525
1538	52.51396113
1539	52.51320911
1540	52.51252881
1541	52.51248535
1542	52.51247409
1543	52.50900788
1544	52.50899635
1545	52.50543414
1546	52.49552799
1547	52.49514296
1548	52.49512421
1549	52.49484509
1550	52.49106521
1551	52.4904389
1552	52.49039691
1553	52.49038604
1554	52.48993229
1555	52.48964766
1556	52.48959598
1557	52.48769721
1558	52.48077995
1559	52.48009281
1560	52.48007087
1561	52.47854638
1562	52.47722335
1563	52.47654249
1564	52.47562567
1565	52.47561012
1566	52.47492772
1567	52.4749013
1568	52.47453089
1569	52.47434312
1570	52.47410703
1571	52.47239454
1572	52.47130936
1573	52.47129058
1574	52.46957659
1575	52.46784964
1576	52.46557022
1577	52.46556121
1578	52.46554499
1579	52.44896882
1580	52.44832084
1581	52.44745608
1582	52.44663724
1583	52.44354895
1584	52.44273432
1585	52.44141967
1586	52.43979845
1587	52.43572449
1588	52.43528224
1589	52.43527696
1590	52.43433148
1591	52.42768405
1592	52.42509065
1593	52.42234311
1594	52.42232554
1595	52.42228227
1596	52.4219417
1597	52.42091963
1598	52.42090687
1599	52.42050321
1600	52.4191473
1601	52.41903088
1602	52.41896413
1603	52.41709613
1604	52.41630614
1605	52.41584436
1606	52.41557281
1607	52.41545031
1608	52.41467097
1609	52.41357813
1610	52.4131807
1611	52.41315594
1612	52.41271578
1613	52.41190062
1614	52.41179819
1615	52.41173759
1616	52.41133615
1617	52.41124041
1618	52.41117848
1619	52.41110421
1620	52.41096643
1621	52.40778087
1622	52.40775868
1623	52.40726707
1624	52.4069462
1625	52.40647251
1626	52.40439705
1627	52.40376054
1628	52.40249134
1629	52.40157298
1630	52.40154031
1631	52.40118184
1632	52.40106934
1633	52.40104706
1634	52.39881025
1635	52.39751638
1636	52.39264051
1637	52.3900609
1638	52.38601048
1639	52.38570948
1640	52.38395193
1641	52.37697028
1642	52.37575361
1643	52.37524631
1644	52.37506022
1645	52.37410645
1646	52.37406555
1647	52.36258716
1648	52.36231258
1649	52.36149793
1650	52.36144167
1651	52.36091101
1652	52.36030027
1653	52.3575489
1654	52.35554155
1655	52.35472838
1656	52.3544441
1657	52.35443467
1658	52.35255222
1659	52.35137982
1660	52.34947815
1661	52.34903641
1662	52.34813741
1663	52.34795651
1664	52.34150062
1665	52.34061566
