iter	RMSE
1666	52.33406741
1667	52.33391134
1668	52.33230514
1669	52.33050476
1670	52.33045439
1671	52.33028033
1672	52.3296279
1673	52.32960947
1674	52.32894526
1675	52.32755329
1676	52.32623546
1677	52.32599244
1678	52.32019591
1679	52.31972411
1680	52.31907571
1681	52.31880822
1682	52.31695623
1683	52.31576596
1684	52.31519671
1685	52.31517855
1686	52.31509909
1687	52.31430344
1688	52.31327524
1689	52.31302712
1690	52.30869988
1691	52.30844917
1692	52.30784694
1693	52.3078255
1694	52.30781528
1695	52.30754985
1696	52.30599852
1697	52.30566863
1698	52.30182384
1699	52.30132499
1700	52.30073224
1701	52.2999137
1702	52.29989035
1703	52.29979122
1704	52.29976894
1705	52.29926297
1706	52.29910391
1707	52.29524466
1708	52.29422067
1709	52.29373464
1710	52.29281733
1711	52.29070712
1712	52.28964493
1713	52.28778997
1714	52.28775782
1715	52.28576331
1716	52.28554671
1717	52.28275192
1718	52.28233679
1719	52.28229073
1720	52.27994801
1721	52.26333292
1722	52.26030873
1723	52.25972174
1724	52.25914245
1725	52.25910714
1726	52.25584097
1727	52.24979141
1728	52.24886502
1729	52.23455679
1730	52.23455331
1731	52.23434524
1732	52.22733392
1733	52.21969332
1734	52.21968078
1735	52.20659031
1736	52.20364232
1737	52.20305085
1738	52.20250676
1739	52.20167214
1740	52.20119238
1741	52.20110795
1742	52.20110589
1743	52.19747607
1744	52.19429841
1745	52.19429344
1746	52.19235137
1747	52.19232934
1748	52.18324976
1749	52.18278135
1750	52.18267745
1751	52.18221394
1752	52.18175576
1753	52.1815969
1754	52.17948733
1755	52.17669399
1756	52.17654466
1757	52.17643578
1758	52.16325385
1759	52.1623436
1760	52.16167546
1761	52.16163104
1762	52.16072986
1763	52.15976133
1764	52.15816569
1765	52.15750291
1766	52.15009726
1767	52.15008579
1768	52.15007209
1769	52.14985009
1770	52.14940735
1771	52.14905316
1772	52.14903047
1773	52.1484072
1774	52.14783537
1775	52.1448846
1776	52.14408124
1777	52.14383341
1778	52.13982377
1779	52.13981636
1780	52.13877075
1781	52.1375847
1782	52.13726279
1783	52.13487414
1784	52.1242739
1785	52.12321232
1786	52.12237557
1787	52.12236302
1788	52.12214377
1789	52.11991459
1790	52.11961321
1791	52.10771513
1792	52.1038983
1793	52.10185341
1794	52.10166682
1795	52.09609405
1796	52.09553306
1797	52.09551918
1798	52.08622835
1799	52.08572212
1800	52.08356881
1801	52.08124283
1802	52.08123072
1803	52.08052805
1804	52.07874067
1805	52.07684521
1806	52.07532214
1807	52.07002168
1808	52.06287718
1809	52.0621893
1810	52.06079191
1811	52.06076995
1812	52.06003041
1813	52.05979112
1814	52.05978337
1815	52.05977073
1816	52.05815097
1817	52.05801686
1818	52.05734399
1819	52.05702351
1820	52.05477192
1821	52.05465566
1822	52.05465054
1823	52.05224158
1824	52.05214775
1825	52.05214484
1826	52.05202738
1827	52.05144978
1828	52.05129706
1829	52.04776875
1830	52.03720408
1831	52.03624933
1832	52.03621694
1833	52.03586368
1834	52.03584375
1835	52.0357349
1836	52.035334
1837	52.03522475
1838	52.035151
1839	52.03510794
1840	52.03485188
1841	52.03485055
1842	52.03436504
1843	52.03404555
1844	52.03377517
1845	52.03239948
1846	52.02185241
1847	52.02043018
1848	52.02021583
1849	52.01968613
1850	52.01755443
1851	52.01240882
1852	52.01228278
1853	52.01108204
1854	52.01076912
1855	52.01049833
1856	52.00980802
1857	52.00910925
1858	52.00695841
1859	52.0068963
1860	52.0011361
1861	52.0002104
1862	51.99931155
1863	51.99763694
1864	51.98883648
1865	51.98723751
1866	51.98690041
1867	51.98688492
1868	51.98077509
1869	51.9797918
1870	51.97810435
1871	51.97809211
1872	51.97735583
1873	51.96902187
1874	51.96856168
1875	51.95880093
1876	51.95801508
1877	51.95799519
1878	51.95758983
1879	51.95587805
1880	51.95586795
1881	51.95586634
1882	51.95361087
1883	51.95290247
1884	51.94979039
1885	51.9383569
1886	51.93713274
1887	51.93656052
1888	51.93651926
1889	51.9361396
1890	51.9361375
1891	51.93539241
1892	51.93292104
1893	51.93288431
1894	51.9298829
1895	51.92921011
1896	51.92919445
1897	51.92880116
1898	51.92556563
1899	51.91808564
1900	51.91741889
1901	51.91635596
1902	51.91622825
1903	51.91597364
1904	51.91595503
1905	51.9088265
1906	51.90406981
1907	51.90395835
1908	51.90393735
1909	51.90273406
1910	51.90223977
1911	51.90212323
1912	51.90200439
1913	51.90193685
1914	51.90158555
1915	51.89951313
1916	51.89950744
1917	51.89905457
1918	51.89593997
1919	51.89509285
1920	51.89366644
1921	51.89365221
1922	51.89364552
1923	51.89363243
1924	51.89181402
1925	51.89167627
1926	51.89129382
1927	51.88936228
1928	51.88873916
1929	51.88647123
1930	51.88643586
1931	51.88600789
1932	51.88593904
1933	51.88517251
1934	51.8801746
1935	51.87925873
1936	51.87857832
1937	51.8785128
1938	51.87848923
1939	51.87796911
1940	51.87775845
1941	51.87744415
1942	51.87561322
1943	51.86773146
1944	51.8674891
1945	51.846398
1946	51.84635582
1947	51.84601119
1948	51.83854356
1949	51.82794795
1950	51.82671673
1951	51.82640594
1952	51.82558441
1953	51.81982547
1954	51.81908652
1955	51.81875655
1956	51.80810412
1957	51.80785325
1958	51.80630771
1959	51.80596924
1960	51.80509792
1961	51.80457319
1962	51.80456294
1963	51.80203639
1964	51.80202171
1965	51.80151715
1966	51.7954526
1967	51.79538178
1968	51.79354315
1969	51.79303077
1970	51.78628195
1971	51.78557157
1972	51.78555029
1973	51.78468065
1974	51.78466087
1975	51.78174395
1976	51.78048709
1977	51.77835955
1978	51.77833534
1979	51.77832898
1980	51.77827989
1981	51.77605432
1982	51.77604379
1983	51.77599899
1984	51.76891692
1985	51.76719398
1986	51.76684143
1987	51.76603683
1988	51.76569886
1989	51.76535649
1990	51.76429275
1991	51.76374871
1992	51.76224144
1993	51.76184489
1994	51.76141888
1995	51.75831024
1996	51.75598752
1997	51.75397105
1998	51.7523771
1999	51.75179749
